date,dau,dau_low,dau_high,wau,wau_low,wau_high,mau,mau_low,mau_high,intensity,intensity_low,intensity_high,retention_1_week_new_profile,retention_1_week_new_profile_low,retention_1_week_new_profile_high,retention_1_week_active_in_week_0,retention_1_week_active_in_week_0_low,retention_1_week_active_in_week_0_high
2018-04-16,107325740,107306135.78022994,107345344.21977006,193861820,193838915.31313923,193884724.68686077,291738554,291702433.16940266,291774674.83059734,3.4739457155617335,3.4736569596352163,3.4742344714882507,0.2900421197929802,0.2892418953227245,0.29084234426323596,0.7725924860532013,0.772525740627717,0.7726592314786856
2018-04-17,107580823,107561642.66716059,107600003.33283941,193748758,193724421.58335477,193773094.41664523,291677852,291640277.2364008,291715426.7635992,3.4677397106204935,3.4674348393569345,3.4680445818840524,0.2798965175567783,0.27901716677206795,0.28077586834148865,0.772043476510526,0.7719699293094685,0.7721170237115834
2018-04-18,106466791,106444383.89322498,106489198.10677502,193311232,193284633.40278256,193337830.59721744,291638314,291601503.5449074,291675124.4550926,3.4676642586396635,3.4673317446671827,3.4679967726121443,0.27602707986500635,0.27518708700129757,0.27686707272871514,0.7657508795779843,0.765692002777084,0.7658097563788845
2018-04-19,104905725,104887438.93017267,104924011.06982733,192638734,192613568.41981944,192663899.58018056,291402360,291367297.0474044,291437422.9525956,3.4717536038209222,3.4714445904014632,3.4720626172403812,0.2696333135391924,0.269005210125716,0.2702614169526688,0.7669176770596019,0.766873770379811,0.7669615837393928
2018-04-20,100068634,100053561.31199142,100083706.68800858,191588914,191563058.72255096,191614769.27744904,291084787,291049321.7766302,291120252.2233698,3.4851008289550616,3.4847733097352314,3.4854283481748918,0.2769551830430416,0.2762431473567102,0.27766721872937306,0.7649548965626942,0.7648935073124168,0.7650162858129717
2018-04-21,71660789,71644771.0622964,71676806.9377036,191447528,191422528.82295272,191472527.17704728,290936486,290902907.5504811,290970064.4495189,3.4925957205360207,3.4922733399867534,3.492918101085288,0.32757059285551804,0.3264509464548801,0.328690239256156,0.7596372199419406,0.7595721588304997,0.7597022810533814
2018-04-22,69676855,69662093.99045756,69691616.00954244,190977876,190953022.61349967,191002729.38650033,290779907,290747035.47045714,290812778.52954286,3.4961398198815448,3.4958194292426747,3.496460210520415,0.33333494009974807,0.3321165852082788,0.33455329499121733,0.7578939523710553,0.7578204006661796,0.7579675040759309
2018-04-23,107089766,107072073.63435167,107107458.36564833,191589709,191566666.29618493,191612751.70381507,290866009,290834271.885244,290897746.114756,3.483743393545214,3.483381255899655,3.4841055311907727,0.2724176763811996,0.27160416683903715,0.2732311859233621,0.7593534803453755,0.7592837764339477,0.7594231842568033
2018-04-24,107966331,107946612.71583976,107986049.28416024,191737689,191716648.27439725,191758729.72560275,290838041,290806388.65394074,290869693.34605926,3.4830652986539334,3.4827321891185146,3.4833984081893523,0.2712473651928352,0.27019203553882193,0.2723026948468485,0.7708040210220423,0.7707467764799676,0.7708612655641169
2018-04-25,105329969,105309677.44632648,105350260.55367352,191580912,191559598.2927489,191602225.7072511,290752375,290721547.653031,290783202.346969,3.4799817061106797,3.479694907010094,3.4802685052112654,0.2824491528598005,0.2816457317386695,0.28325257398093145,0.7801199411432802,0.7800647700792838,0.7801751122072766
2018-04-26,105857609,105837287.09271728,105877930.90728272,191378873,191355487.29021484,191402258.70978516,290773696,290743100.7937735,290804291.2062265,3.4886293483398245,3.4882635304708676,3.4889951662087815,0.2834336010132313,0.28276979610511255,0.28409740592135,0.780758325675999,0.7807114834327905,0.7808051679192075
2018-04-27,99627298,99611023.71859078,99643572.28140922,190647745,190624013.4788619,190671476.5211381,291055610,291025821.5697407,291085398.4302593,3.4996932011967936,3.499306716427598,3.5000796859659893,0.2882724593983417,0.2872058458768908,0.28933907291979255,0.779131978731725,0.7790810303350104,0.7791829271284396
2018-04-28,73921850,73908043.30216786,73935656.69783214,190835931,190811695.25486857,190860166.74513143,291023709,290994074.1549184,291053343.8450816,3.508090297733292,3.5077149207729725,3.5084656746936114,0.3243439397990756,0.323468147116337,0.32521973248181424,0.7739486478338028,0.7739052379086971,0.7739920577589084
2018-04-29,67208837,67192078.37229066,67225595.62770934,190561260,190534290.17744744,190588229.82255256,290972112,290942038.29130286,291002185.70869714,3.5001954751978444,3.4998706085060576,3.500520341889631,0.3289085034333708,0.3274850510688898,0.3303319557978518,0.7736333362230594,0.7735964758912868,0.773670196554832
2018-04-30,92405267,92391173.71139023,92419360.28860977,189599657,189575013.9883581,189624300.0116419,290947172,290919397.9733619,290974946.0266381,3.44049757959214,3.4402112816628896,3.440783877521391,0.28772077028073056,0.2869993794990204,0.28844216106244075,0.7733859261610337,0.7733250628872522,0.7734467894348153
